URL	Author	datePublished	claimReviewed	reviewBody	title	ratingValue	bestRating	alternativeName
httpspiauifolhauolcombrlupaverificamosacusacoesglennmirandajean	httpspiauifolhauolcombrlupa	2019-06-13 08:00:34	jean wylli suspeito atentado bolsonaro	empti	verificamo imagem faz acusaçõ falsa contra glenn greenwald david miranda jean wylli	4.0	6	falso
httpsaosfatosorgnoticiasimagensviraisdistorcemcomentariodehaddadsobredesencarceramento	httpswwwaosfatosorg	2018-10-27	violência explodindo paí haddad fazplaneja soltar condenado	voltou circular rede sociai imagem afirma candidato presidência fernando haddad pt plano soltar condenado caso eleito informação verdad distorc declaraçõ candidato entrevista coletiva imprensa concedida setembro falar proposta segurança pública haddad menciona desencarceramento pessoa cometem pequeno delito plano governo menção sobr soltar criminoso sobretudo alta periculosidadequ preso	imagen virai distorcem comentário haddad sobr desencarceramento fato	3.0	5	falso
httpspiauifolhauolcombrlupaverificamospesquisahaddad	httpspiauifolhauolcombrlupa	2018-09-06 16:13:00	haddad dispara pesquisa imagem	empti	verificamo falsa foto mostra pesquisa ibop haddad lidera	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosmarinadiasbolsonaro	httpspiauifolhauolcombrlupa	2018-09-26 16:37:00	jornalista marina dia filha secretário nacion comunicação pt	empti	verificamo ataqu virtual repórter folha expõ foto jornalista homônima	4.0	6	falso
httpsapublicaorgtrucooqueefalsoouverdadeiroemcorrentecontrabolsonaro	httpsapublicaorg	2018-10-18	bolsonaro triplic salário esposa trabalh gabinet	corrent afirma bolsonaro triplic salário esposa trabalh gabinet	falso verdadeiro corrent contra bolsonaro agência pública	8.0	8	verdadeiro
httpspiauifolhauolcombrlupaverificamosarmassantacatarina	httpspiauifolhauolcombrlupa	2019-05-23 18:49:35	santa catarina estado armado paí	empti	verificamo falso santa catarina arma menor taxa homicídio paí	4.0	6	falso
httpsaosfatosorgnoticiascubanosnaotemprivilegionoeditaldomaismedicostextonowhatsappeenganoso	httpswwwaosfatosorg	2018-11-21	programa médico além privilegiar cubano dificulta ingresso médico brasileiro sabiam	verdad governo feder realiza apena chamada programa médico profissionai brasileiro maioria vaga preenchida médico cubano formação profissionai ilha caribenha dura apena quatro ano outra informaçõ incorreta entanto sendo compartilhada whatsapp verdadeira texto supostament escrito médica	cubano têm privilégio edit médico texto whatsapp enganoso fato	1.0	5	falso
httpsapublicaorgtrucohaddadelogiaprogramanacracolandiamasomitecontexto	httpsapublicaorg	2017-06-13	apena ano braço aberto criado fluxo morador situação rua luz reduziu doi terço cerca pessoa	artigo publicado junho revista piauí exprefeito paulo fernando haddad pt afirm apena ano programa braço aberto reduziu doi terço fluxo morador situação rua luz cerca pessoa	haddad elogia programa cracolândia omit contexto agência pública	7.0	8	inconclusivo
httpsaosfatosorgnoticiasnaoemiriamleitaoquemsegurafuzilaoladodecarloslamarcaemfoto	httpswwwaosfatosorg	2019-07-22	apresento funcionária protegida globo miriam terrorista comunista leitão vulgo amélia	foto treinamento defesa contra assalto banco organizado exército circula rede mostrass jornalista miriam leitão ação armada ditadura veja aqui mulher imagem bancária bradesco durant treinamento carlo lamarca momento registro ainda capitão exército	miriam leitão segura fuzil lado carlo lamarca foto fato	1.0	5	falso
httpsaosfatosorgnoticiasnaoeverdadequeprocuradorgeralamericanodissequelavajatoatendeaoseua	httpswwwaosfatosorg	2019-03-27	procuradorger eua romp silêncio diz lavajato criada atend interess estado unido	vídeo kenneth blanco procuradorger assistent exercício departamento justiça americano sido compartilhado rede sociai dito operação lava jato criada atend interess eua tal informação porém confirmada declaraçõ blanco vídeo proferida evento presença então procuradorger república rodrigo janot	verdad procuradorger americano diss lava jato atend eua fato	1.0	5	falso
httpsapublicaorgtrucodeslizesdetemeraofalardocongressonorodaviva	httpsapublicaorg	2016-11-18	novembro maurício mora tore medeiro patrícia cagni vário tema abordado entrevista programa roda viva tv cultura dia novembro president michel temer falou sobr relação governo poder legislativo destac projeto base aliada conseguiu aprovar polêmica proposta emenda constituição pec teto gasto agora anális senado truco congresso projeto checagem dado agência pública feito parceria congresso foco selecion cinco frase temer menciona dado sobr conquista ajuda parlamentar analisar veracidad discurso político procurada revelar font informaçõ utilizada assessoria comunicação presidência república atendeu truco comentamo entrevista concedida president república autoexplicativa inform email dito temer sobr apoio congresso correto leia abaixo descobrimo veja checagem plataforma fato selecion outra frase entrevista roda viva mandamo aditamento déficit inauguralment r bilhõ meirel todo verificaram r bilhõ mandamo aditamento brevíssimo tempo dua trê semana aprovado congresso nacion convenhamo h manhã quórum câmara quórum senado michel temer entrevista programa roda viva tv cultura dia novembro exagerado distorcido discutível exagerado distorcido discutível primeira tentativa alterar meta fiscal prevista lei diretr orçamentária ldo feita ainda gestão dilma rousseff pt março governo enviou projeto lei congresso nacion n pln texto defendia previsão superávit ldo r bilhõ reduzida r bilhõ perdão gasto frustração receita prática resultariam rombo r bilhõ pln começ tramitar oficialment março comissão mista plano orçamento público fiscalização cmo dia seguint elabor cronograma analisar proposta documento aprovação cmo deveria ocorr abril disso projeto poderia entrar pauta sessão congresso votado deputado senador tornou president interino michel temer pmdb encaminh congresso proposta alteração pln solicitando autorização déficit ainda maior r bilhõ anunciado publicament maio chegou cmo maio votado dia aprovado apreciado deputado senador sessão congresso iniciada dia seguint concluída madrugada dia maio temer errou portanto dizer alteração pln demor dua trê semana aprovada verdad trê dia demonstração comprometimento base aliada então governo interino pressa outra explicação caso ldo alterada maio cumprida texto origin previa superávit r bilhõ acontecess consequência gravíssima paí governo realizar cort drástico comprometeriam funcionamento serviço público além ter acertado tempo tramitação nova meta fiscal congresso president omitiu circunstância técnica levaram apreciação rápida matéria desvinculação receita união dru paralisado dez mese votava votamo mê meio câmara senado exagerado distorcido discutível exagerado distorcido discutível proposta emenda constituição pec prorroga vigência desvinculação receita união dru apresentada câmara fevereiro apó longa trajetória casa dia junho ano deputado aprovaram texto plenário dia proposta enviada senado acordo governo base aliada acontecendo desd maio president michel temer passou organizar encontro parlamentar iniciar conversa aproximação garantir matéria aprovada assim senado sessão marcada dia agosto serviria votar proposta pec cancelada falta quórum apena sete dia necessidad acionar novament base aliada matéria seguiu segundo turno votação casa dessa forma trâmite concretiz dua casa fim agosto cerca trê mese conclusão trabalho junto pauta tempo equipara mê meio defendido president durant roda viva necessária inclus votação requerimento solicitava quebra prazo regiment acelerar tramitação proposta permit governo realocar livrement receita obtida taxa contribuiçõ sociai intervenção sobr domínio econômico cide havia coisa moralização empresa estatai sido votada senado convenhamo paralisado câmara tempo votamo meno trê mese	entrevista programa roda viva tv cultura dia novembro president michel temer pmdb afirm votou projeto moralização estatai trê mese	desliz temer falar congresso roda viva agência pública	3.0	8	falso
httpspiauifolhauolcombrlupaverificamosfamiliadeassaltantemortoemspnaopediuprisaodemaepm	httpspiauifolhauolcombrlupa	2018-05-18 15:01:15	advogado família assaltant morto mãepm assassinado último sábado solicitaram ministério público paulo prisão preventiva polici atir suspeito queima roupa	empti	verificamo família assaltant morto sp pediu prisão mãepm	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosaviaoetiopia	httpspiauifolhauolcombrlupa	2019-03-29 18:05:50	câmera carro flagra momento exato acident max boe etiópia	empti	verificamo falso vídeo mostra queda avião etiópia	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosptsenadoaumentostf	httpspiauifolhauolcombrlupa	2018-11-19 20:24:15	todo senador pt votaram favor aumento ministro stf	empti	verificamo falso todo senador pt votaram aumento stf	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosenemaovivo	httpspiauifolhauolcombrlupa	2018-11-03 12:30:15	escrev poema redação enem zerada	empti	verificamosenem checamo vivo informaçõ circulam rede	4.0	6	falso
httpsapublicaorgtrucoplanodegovernodemarinausadadoinexistentesobresaneamento	httpsapublicaorg	2018-08-28	cerca população brasileira submetida diariament contato direto indireto esgoto	marina silva rede plano governo registrado tribun superior eleitor tse afirm cerca população brasileira submetida diariament contato direto indireto esgoto	plano governo marina usa dado inexistent sobr saneamento agência pública	2.0	8	inconclusivo
httpspiauifolhauolcombrlupaverificamosiraposentadoriapolitico	httpspiauifolhauolcombrlupa	2018-11-22 07:13:55	sabia vereador deputado governador senador pagam imposto renda contribuem previdência	empti	verificamo falso político pagam ir contribuem previdência	4.0	6	falso
httpsapublicaorgtrucochecamosfrasesdejairbolsonaro	httpsapublicaorg	2017-04-05	nunca votei partido tanto diz joaquim barbosa	entrevista estadão jair bolsonaro pscrj deputado feder afirm nunca votou partido segundo exministro supremo tribun feder joaquim barbosa confirma informação	checamo frase jair bolsonaro agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamosbolsonarofrota	httpspiauifolhauolcombrlupa	2018-06-07 16:50:55	bolsonaro convida alexandr frota ministro cultura	empti	verificamo bolsonaro convid frota ministro cultura	4.0	6	falso
httpsaosfatosorgnoticiasnaoeverdadequeagressordebolsonaroefiliadoaopdt	httpswwwaosfatosorg	2018-09-06	suspeito ter atacado bolsonaro seriajosé adélio bispo oliveira filiado pdt mineiro	atac bolsonaro preso nome adelio bispo oliveira josé adelio bispo oliveira outra pessoa mina gerai efiliado pdt desd tratas confusão apena porqu nome ambo parecido	verdad agressor bolsonaro filiado pdt fato	1.0	5	falso
httpsapublicaorgtrucocorrenteerraaoconsiderarilegalgravacaodetemersemautorizacaodejuiz	httpsapublicaorg	2017-06-05	mesma gravação totalment ileg poi autorização judici agora sendo defendida ministro supremo tribun feder stf edson fachin sendo prova legal obstrução justiça	trecho corrent sobr delação joesley batista dono jb circula whatsapp afirma gravação totalment ileg poi autorização judici agora sendo defendida ministro supremo tribun feder stf edson fachin prova legal obstrução justiça	corrent erra considerar ileg gravação temer autorização juiz agência pública	1.0	8	falso
httpsapublicaorgtrucochecamosfrasesderodrigomaiasobrecunhacpmfbolsafamiliaecris	httpsapublicaorg	2016-07-22	responsabilidad eleg eduardo cunha waldir maranhão câmara deputado todo deputado	entrevista programa roda viva tv cultura president câmara rodrigo maia demrj afirm responsabilidad eleg eduardo cunha waldir maranhão todo deputado	checamo frase rodrigo maia sobr cunha cpmf bolsa família crise agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamosmariellecnbb	httpspiauifolhauolcombrlupa	2019-03-20 14:21:11	psol reún nesta quartafeira discutir juntament cnbb canonização mariel franco	empti	verificamo falso psol reunido cnbb discutir canonização mariel	4.0	6	falso
httpsapublicaorgtrucopldoabortosebaseiaemdadosincorreto	httpsapublicaorg	2017-07-19	estudo demonstram séria consequência sofrida mulher comet aborto física normalment laceração colo uterino pode provocar parto posterior forma prematura perfuração útero esterilidad perigo lesão intestino trompa bexiga retirada útero eou endométrio gravidez ectópica útero entrada solução salina corrent sanguínea mãe mort materna	texto justificativa pl deputada distrito feder celina leão pp afirma estudo mostram grave consequência física sofrida mulher comet aborto	pl aborto baseia dado incorreto agência pública	4.0	8	falso
httpsapublicaorgtrucochecamosoqueombldizsobreregimesemiaberto	httpsapublicaorg	2017-06-28	mil criminoso regim semiaberto	acordo sistema geopresídio mantido conselho nacion justiça cnj hoje preso regim semiaberto brasil	checamo mbl diz sobr regim semiaberto agência pública	8.0	8	verdadeiro
httpspiauifolhauolcombrlupaverificamospedofiloslgbtbandeira	httpspiauifolhauolcombrlupa	2018-07-17 09:16:39	pedófilo pedem aceito comunidad lgbt	empti	verificamo falso pedófilo tentam entrar grupo lgbt têm bandeira própria	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosvanator	httpspiauifolhauolcombrlupa	2018-10-19 18:23:32	ator globo obedecem emissora apoiam bolsonaro	empti	verificamo foto ator van antiga relação eleição	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosmaeglauberbraga	httpspiauifolhauolcombrlupa	2019-07-05 19:08:36	ladra mãe condenada maria saudad medeiro braga condenada doi ano prisão corrupção dinheiro público	empti	verificamo mãe glauber braga absolvida condenada processo corrupção	4.0	6	falso
